model_designator,manufacturer,name,price,url,category
VW MQB,034Motorsport,"Wheel Nut, Cone Seat, M14x1.5",$11.00,https://www.034motorsport.com/wheel-nut-cone-seat-m14x1-5.html,Wheels
VW MQB AWD,034Motorsport,"Rear Subframe Mount Stretch Bolt Kit, Volkswagen & Audi MQB and MQB EVO AWD",$33.00,https://www.034motorsport.com/rear-subframe-mount-stretch-bolt-kit-volkswagen-and-audi-mqb-and-mqb-evo-awd.html,Suspension parts
VW MQB,BERU,BERU Z345 Spark Plug - 079905626G Factory Replacement,$18.00,https://www.034motorsport.com/beru-z345-spark-plug-079905626g-factory-replacement.html,Miscellaneous
VW MQB,034Motorsport,"034MOTORSPORT BILLET SPHERICAL DOGBONE MOUNT HARDWARE KIT, 8V/8S AUDI A3/S3/TT/TTS & MKVII VOLKSWAGEN GOLF/GTI/R",$22.00,https://www.034motorsport.com/034motorsport-billet-spherical-dogbone-mount-hardware-kit-8v-8s-audi-a3-s3-tt-tts-mkvii-volkswagen-golf-gti-r-1.html,Suspension parts
VW MQB,034Motorsport,"034Motorsport Billet Spherical Dogbone Mount Hardware Kit, 8S Audi TT RS & 8V/8V.5 Audi RS3",$28.00,https://www.034motorsport.com/billet-spherical-dogbone-mount-hardware-kit-8s-audi-tt-rs-8v-audi-rs3.html,Suspension parts
VW MQB,034Motorsport,"VAG Factory MQB Dogbone Puck Bolt for MkVII Volkswagen Golf/GTI/R, 8V/8V.5 Audi A3/S3/RS3 & MkIII Audi TT/TTS/TTRS",$6.00,https://www.034motorsport.com/vag-factory-mqb-dogbone-puck-bolt-for-mkvii-volkswagen-golf-gti-r-8v-8v-5-audi-a3-s3-rs3-mkiii-audi-tt-tts-ttrs-1.html,Miscellaneous
VW MQB,034Motorsport,"034Motorsport Front Subframe Hardware Kit, Audi 8V/8V.5 A3/S3/RS3, Audi 8S TT/TTS/TTRS, & VW MkVII Golf/GTI/R",$24.00,https://www.034motorsport.com/034motorsport-front-subframe-hardware-kit-audi-8v-8v-5-a3-s3-rs3-audi-8s-tt-tts-ttrs-vw-mkvii-golf-gti-r.html,Suspension parts
VW MQB,034Motorsport,"034Motorsport Motor Mount Pair Hardware Kit for Audi 8V A3/S3, Audi 8S TT/TTS, and VW MkVII Golf/GTI/R",$37.00,https://www.034motorsport.com/034motorsport-motor-mount-transmission-mount-hardware-kit-for-audi-8v-a3-s3-audi-8s-tt-tts-and-vw-mkvii-golf-gti-r.html,Suspension parts
VW MQB,034Motorsport,"034Motorsport Motor Mount Hardware Kit for Audi 8V A3/S3, Audi 8S TT/TTS, and VW MkVII Golf/GTI/R",$26.00,https://www.034motorsport.com/034motorsport-motor-mount-hardware-kit-for-audi-8v-a3-s3-audi-8s-tt-tts-and-vw-mkvii-golf-gti-r-1.html,Suspension parts
VW MQB,034Motorsport,"034Motorsport Transmission Mount Hardware Kit for Audi 8V A3/S3, Audi 8S TT/TTS, and VW MkVII Golf/GTI/R",$19.00,https://www.034motorsport.com/034motorsport-transmission-mount-hardware-kit-for-audi-8v-a3-s3-audi-8s-tt-tts-and-vw-mkvii-golf-gti-r-1.html,Suspension parts
VW MQB,034Motorsport,"65mm Exhaust Clamp for Audi 8V A3, B9/B9.5 A4/A5/allroad, and VW MkVII GTI",$32.00,https://www.034motorsport.com/65mm-exhaust-clamp-for-audi-8v-a3-b9-a4-a5-allroad-and-vw-mkvii-gti.html,Miscellaneous
VW MQB,034Motorsport,"70mm Exhaust Clamp for Audi 8V A3/S3, 8S TTS, and VW MkVII Golf R",$37.00,https://www.034motorsport.com/70mm-exhaust-clamp-for-audi-8v-a3-s3-8s-tts-and-vw-mkvii-golf-r.html,Miscellaneous
VW MQB,034Motorsport,"Billet Aluminum Rear Main Seal, 2.0T TSI",$122.00,https://www.034motorsport.com/billet-aluminum-rear-main-seal-2-0t-gen-3.html,Miscellaneous
VW MQB,034Motorsport,"034Motorsport Billet Coolant Vent Union, EA888 Gen 3/4 1.8T/2.0T Engines",$28.00,https://www.034motorsport.com/034motorsport-billet-coolant-vent-union-ea888-gen-3-4-1-8t-2-0t-engines.html,Miscellaneous
VW MQB,034Motorsport,"034Motorsport 2.0T Gen 3 (IS38) Performance Software, 8V/8S Audi S3/TTS & MkVII Volkswagen Golf R",$100.00,https://www.034motorsport.com/034motorsport-2-0t-gen-3-is38-performance-software-8v-8s-audi-s3-tts-mkvii-volkswagen-golf-r-7315.html,Tunes
VW MQB,034Motorsport,R460 Hybrid Turbocharger System for 8V Audi S3 & MkVII Volkswagen Golf R 2.0 TFSI (MQB),"$5,560.00",https://www.034motorsport.com/r460-hybrid-turbocharger-system-for-8v-audi-s3-mkvii-volkswagen-golf-r-2-0-tfsi-mqb.html,Turbochargers
VW MQB AWD,034Motorsport,"X-Clear Driveshaft Tunnel Brace, AWD Volkswagen & Audi MQB And MQB EVO",$141.00,https://www.034motorsport.com/x-clear-driveshaft-tunnel-brace-awd-volkswagen-audi-mqb-and-mqb-evo.html,Suspension parts
VW MQB,034Motorsport,"034Motorsport Billet Spherical Dogbone Mount, Volkswagen & Audi MQB and MQB EVO with 7-Speed DSG",$339.00,https://www.034motorsport.com/034motorsport-billet-spherical-dogbone-mount-8v-5-audi-s3-and-mk7-5-vw-golf-r-jetta-dq380-381.html,Suspension parts
VW MQB,034Motorsport,"Carbon Fiber Engine Cover, 8V Audi S3 & MkIII Audi TTS",$383.00,https://www.034motorsport.com/carbon-fiber-engine-cover-8v-audi-s3-mkiii-audi-tts.html,Miscellaneous
VW MQB,034Motorsport,"Carbon Fiber Engine Cover Package, 8V Audi S3",$730.00,https://www.034motorsport.com/carbon-fiber-engine-cover-package-8v-audi-s3.html,Miscellaneous
VW MQB,034Motorsport,"2-Piece Floating Front Brake Rotor Upgrade Kit, Volkswagen & Audi MQB and MQB EVO with 2.0T TFSI (Performance Pack)","$1,059.00",https://www.034motorsport.com/2-piece-floating-front-brake-rotor-upgrade-kit-for-audi-8v-8v-5-s3-and-vw-mk7-7-5-gti-r.html,Brake Parts
VW MQB AWD,034Motorsport,"Rotor Ring Set, 340mm, Front, Volkswagen & Audi MQB and MQB EVO AWD with 2.0T TFSI (Performance Pack)",$650.00,https://www.034motorsport.com/rotor-ring-set-340mm-front-mqb-vw-audi.html,Brake Parts
VW MQB,034Motorsport,"Billet Catch Can Kit, 8V Audi S3 & MkVII Volkswagen Golf R",$655.00,https://www.034motorsport.com/billet-catch-can-kit-8v-audi-s3-mkvii-volkswagen-golf-r-20t-ea888-gen-3.html,Miscellaneous
VW MQB AWD,034Motorsport,"Stage 2 Billet Catch Can Kit, 8V/8V.5 Audi S3 & Mk7/Mk7.5 VW Golf R AWD",$765.00,https://www.034motorsport.com/stage-2-billet-catch-can-kit-8v-8v-5-audi-s3-mk7-mk7-5-vw-golf-r-awd.html,Miscellaneous
VW MQB,034Motorsport,"034Motorsport High Pressure Fuel Pump Upgrade, EA888 Gen 3 2.0T Engines",$697.00,https://www.034motorsport.com/034motorsport-high-pressure-fuel-pump-upgrade-ea888-gen-3-1-8t-2-0t-engines.html,Miscellaneous
VW MQB,034Motorsport,"Motorsport Streetsport/TrackSport Engine & Transmission Mount Pair, Volkswagen & Audi MQB and MQB EVO 2.0T & DQ500 DSG (ROW)",$995.00,https://www.034motorsport.com/motorsport-streetsport-tracksport-engine-and-transmission-mount-pair-volkswagen-and-audi-mqb-and-mqb-evo-2-0t-dq500-dsg-row.html,Suspension parts
VW MQB,034Motorsport,"Rear Differential Magnetic Drain Plug Kit, Audi 8J/8P/8V/8V.5/8S/8Y Quattro Vehicles, VW Mk5/Mk6/Mk7/Mk7.5/Mk8 4Motion Vehicles",$34.00,https://www.034motorsport.com/rear-differential-magnetic-drain-plug-kit-audi-8j-8p-8v-8v-5-8s-8y-quattro-vehicles-vw-mk5-mk6-mk7-mk7-5-mk8-4motion-vehicles.html,Miscellaneous
VW MQB,034Motorsport,"Haldex Magnetic Drain Plug Kit, Audi 8J/8P/8V/8V.5/8S/8Y Quattro Vehicles, VW Mk5/Mk6/Mk7/Mk7.5/Mk8 4Motion Vehicles",$34.00,https://www.034motorsport.com/haldex-magnetic-drain-plug-kit-audi-8j-8p-8v-8v-5-8s-8y-quattro-vehicles-vw-mk5-mk6-mk7-mk7-5-mk8-4motion-vehicles.html,Miscellaneous
VW MQB,034Motorsport,"034Motorsport Billet Oil Cap, EA888 Gen 3 & EA855 DAZA",$91.00,https://www.034motorsport.com/034motorsport-billet-oil-cap-ea888-gen-3-and-ea855-daza.html,Miscellaneous
VW MQB,RacingLine,RacingLine Remote Washer Bottle Refill Kit,$58.97,https://www.034motorsport.com/racingline-remote-washer-bottle-refill-kit.html,Miscellaneous
VW MQB,RacingLine,RacingLine Billet Brake Fluid Cap,$88.45,https://www.034motorsport.com/racingline-billet-brake-fluid-cap.html,Brake Parts
VW MQB,RacingLine,RacingLine Sports Spring Kit / Audi S3 8V & RS3 8V & 8Y,$290.24,https://www.034motorsport.com/racingline-sports-spring-kit-audi-s3-8v-and-rs3-8v-and-8y.html,Miscellaneous
VW MQB,RacingLine,"RacingLine RP700 Brake Pads / 340mm Larger Front (Performance Pack, eg Golf R, S3)",$184.28,https://www.034motorsport.com/rp700-brake-pads-340mm-larger-front-performance-pack-eg-golf-r-s3.html,Brake Parts
VW MQB,RacingLine,RacingLine R600 EVO Cold Air Intake System - with Pleated Cotton Filter MQB / MQBE 2.0 TSI EA888.3/EA888.4,$521.87,https://www.034motorsport.com/catalog/product/view/id/7933/s/racingline-r600-evo-cold-air-intake-system-with-pleated-cotton-filter-mqb-mqbe-2-0-tsi-ea8883-ea8884/category/2961/,Intakes
VW MQB,RacingLine,RacingLine R600 Carbon Lid Gloss / for fitment to any R600 (pre-EVO) intake,$381.82,https://www.034motorsport.com/catalog/product/view/id/7935/s/racingline-r600-carbon-lid-gloss-for-fitment-to-any-r600-pre-evo-intake/category/2961/,Intakes
VW MQB,RacingLine,RacingLine R600 Carbon Lid Matte / for fitment to any R600 (pre-EVO) intake,$381.82,https://www.034motorsport.com/catalog/product/view/id/7936/s/racingline-r600-carbon-lid-matte-for-fitment-to-any-r600-pre-evo-intake/category/2961/,Intakes
VW MQB,RacingLine,RacingLine R600E Carbon Lid Gloss / for fitment to any R600 EVO intake,$381.82,https://www.034motorsport.com/catalog/product/view/id/7937/s/racingline-r600e-carbon-lid-gloss-for-fitment-to-any-r600-evo-intake/category/2961/,Intakes
VW MQB,RacingLine,RacingLine R600E Carbon Lid Matte / for fitment to any R600 EVO intake,$381.82,https://www.034motorsport.com/catalog/product/view/id/7938/s/racingline-r600e-carbon-lid-matte-for-fitment-to-any-r600-evo-intake/category/2961/,Intakes
VW MQB,RacingLine,RacingLine R600 EVO Gloss Carbon Cold Air Intake System / Trifoam® Filter MQB / MQBE 2.0 TSI EA888.3/EA888.4,$707.33,https://www.034motorsport.com/catalog/product/view/id/7939/s/racingline-r600-evo-gloss-carbon-cold-air-intake-system-trifoam-filter-mqb-mqbe-2-0-tsi-ea8883-ea8884/category/2961/,Intakes
VW MQB,RacingLine,RacingLine R600 EVO Matte Carbon Cold Air Intake System / Trifoam Filter MQB / MQBE 2.0 TSI EA888.3/EA888.4,$707.33,https://www.034motorsport.com/catalog/product/view/id/7940/s/racingline-r600-evo-matte-carbon-cold-air-intake-system-trifoam-filter-mqb-mqbe-2-0-tsi-ea8883-ea8884/category/2961/,Intakes
VW MQB,RacingLine,RacingLine R600 EVO Gloss Carbon Cold Air Intake System / Pleated Cotton Filter MQB / MQBE 2.0 TSI EA888.3/EA888.4,$779.61,https://www.034motorsport.com/catalog/product/view/id/7941/s/racingline-r600-evo-gloss-carbon-cold-air-intake-system-pleated-cotton-filter-mqb-mqbe-2-0-tsi-ea8883-ea8884/category/2961/,Intakes
VW MQB,RacingLine,RacingLine R600 EVO Matte Carbon Cold Air Intake System / Pleated Cotton Filter MQB / MQBE 2.0 TSI EA888.3/EA888.4,$779.61,https://www.034motorsport.com/catalog/product/view/id/7942/s/racingline-r600-evo-matte-carbon-cold-air-intake-system-pleated-cotton-filter-mqb-mqbe-2-0-tsi-ea8883-ea8884/category/2961/,Intakes
VW MQB,RacingLine,RacingLine Oil Management Kit Drain Tap Kit / MQB,$62.65,https://www.034motorsport.com/catalog/product/view/id/7943/s/racingline-oil-management-kit-drain-tap-kit-mqb/category/2961/,Miscellaneous
VW MQB,RacingLine,RacingLine Dogbone and Lower Engine Mount / MQB / MQB EVO / 2.0 TSI / ALUMINIUM SUBFRAME,$315.48,https://www.034motorsport.com/catalog/product/view/id/7947/s/racingline-dogbone-and-lower-engine-mount-mqb-mqb-evo-2-0-tsi-aluminium-subframe/category/2961/,Suspension parts
VW MQB,RacingLine,RacingLine Lower Engine Mount Twin Dogbone Inserts / OE part: 5Q0 198 037 A / Version 1,$113.39,https://www.034motorsport.com/catalog/product/view/id/7948/s/racingline-lower-engine-mount-twin-dogbone-inserts-version-1/category/2961/,Suspension parts
VW MQB,RacingLine,RacingLine Lower Engine Mount Twin Dogbone Inserts / OE part: 5Q0 198 037 F / Version 2,$113.39,https://www.034motorsport.com/catalog/product/view/id/7949/s/racingline-lower-engine-mount-twin-dogbone-inserts-version-2/category/2961/,Suspension parts
VW MQB AWD,RacingLine,"RacingLine Haldex Magnetic Plug Set / MQB AWD / MQB EVO AWD except Sport Rear Diff (ie, not Golf 8R PP, RS3 8Y)",$32.43,https://www.034motorsport.com/catalog/product/view/id/7953/s/racingline-haldex-magnetic-plug-set-mqb-awd-mqb-evo-awd-except-sport-rear-diff/category/2961/,Miscellaneous
VW MQB,RacingLine,RacingLine Magnetic Sump Plug with 'True Lock' / Plastic Oil Pan 1.8 & 2.0 TSI EA888.3/3B,$41.28,https://www.034motorsport.com/catalog/product/view/id/7954/s/racingline-magnetic-sump-plug-with-true-lock-plastic-oil-pan-1-8-and-2-0-tsi-ea8883-3b/category/2961/,Miscellaneous
VW MQB,RacingLine,RacingLine Adjustable Rear Toe Links / MQB / MQBE,$311.84,https://www.034motorsport.com/catalog/product/view/id/7966/s/racingline-adjustable-rear-toe-links-mqb-mqbe/category/2961/,Suspension parts
VW MQB,RacingLine,RacingLine Adjustable Rear Camber Control Arms / MQB / MQBE,$423.83,https://www.034motorsport.com/catalog/product/view/id/7967/s/racingline-adjustable-rear-camber-control-arms-mqb-mqberacingline-adjustable-rear-camber-control-arms-mqb-mqbe/category/2961/,Suspension parts
VW MQB,RacingLine,RacingLine Adjustable Rear Droplinks / MQB / MQBE,$206.37,https://www.034motorsport.com/catalog/product/view/id/7968/s/racingline-adjustable-rear-droplinks-mqb-mqbe/category/2961/,Miscellaneous
VW MQB,RacingLine,"RacingLine Cup Edition' 18'' x 8.5"" Wheel / ET45 / Gunmetal Grey / Set of 4 Wheels","$1,620.15",https://www.034motorsport.com/catalog/product/view/id/7969/s/racingline-cup-edition-18-x-8-5-wheel-et45-gunmetal-grey-set-of-4-wheels/category/2961/,Wheels
VW MQB,RacingLine,"RacingLine Hubcentric Wheel Spacers & Bolts - 12.5mm width, Ball Seat bolts, pair",$94.49,https://www.034motorsport.com/catalog/product/view/id/7970/s/racingline-hubcentric-wheel-spacers-and-bolts-12-5mm-width-ball-seat-bolts-pair/category/2961/,Wheels
VW MQB,RacingLine,"RacingLine Hubcentric Wheel Spacers & Bolts - 15mm width, Ball Seat bolts, pair",$101.24,https://www.034motorsport.com/catalog/product/view/id/7971/s/racingline-hubcentric-wheel-spacers-and-bolts-15mm-width-ball-seat-bolts-pair/category/2961/,Wheels
VW MQB,RacingLine,"RacingLine Hubcentric Wheel Spacers & Bolts - 17.5mm width, Ball Seat bolts, pair",$107.99,https://www.034motorsport.com/catalog/product/view/id/7972/s/racingline-hubcentric-wheel-spacers-and-bolts-17-5mm-width-ball-seat-bolts-pair/category/2961/,Wheels
VW MQB,RacingLine,"RacingLine Hubcentric Wheel Spacers & Bolts - 20mm width, Ball Seat bolts, pair",$114.74,https://www.034motorsport.com/catalog/product/view/id/7973/s/racingline-hubcentric-wheel-spacers-and-bolts-20mm-width-ball-seat-bolts-pair/category/2961/,Wheels
VW MQB,RacingLine,"RacingLine Hubcentric Wheel Spacers & Bolts - 12.5mm width, Tapered Seat bolts, pair",$94.49,https://www.034motorsport.com/catalog/product/view/id/7974/s/racingline-hubcentric-wheel-spacers-and-bolts-12-5mm-width-tapered-seat-bolts-pair/category/2961/,Wheels
VW MQB,RacingLine,"RacingLine Hubcentric Wheel Spacers & Bolts - 15mm width, Tapered Seat bolts, pair",$101.24,https://www.034motorsport.com/catalog/product/view/id/7975/s/racingline-hubcentric-wheel-spacers-and-bolts-15mm-width-tapered-seat-bolts-pair/category/2961/,Wheels
VW MQB,RacingLine,"RacingLine Hubcentric Wheel Spacers & Bolts - 17.5mm width, Tapered Seat bolts, pair",$107.99,https://www.034motorsport.com/catalog/product/view/id/7976/s/racingline-hubcentric-wheel-spacers-and-bolts-17-5mm-width-tapered-seat-bolts-pair/category/2961/,Wheels
VW MQB,RacingLine,"RacingLine Hubcentric Wheel Spacers & Bolts - 20mm width, Tapered Seat bolts, pair",$114.74,https://www.034motorsport.com/catalog/product/view/id/7977/s/racingline-hubcentric-wheel-spacers-and-bolts-20mm-width-tapered-seat-bolts-pair/category/2961/,Wheels
VW MQB,RacingLine,RacingLine Stage 3 Big Brake Kit 380mm 6 Pot / MQB & MQB 'evo' / BLUE,"$3,831.45",https://www.034motorsport.com/catalog/product/view/id/7978/s/racingline-stage-3-big-brake-kit-380mm-6-pot-mqb-and-mqb-evo-blue/category/2961/,Brake Parts
VW MQB,RacingLine,RacingLine Stage 2 Evo Big Brake Kit 345mm 4 Pot / MQB & MQB 'evo' / BLACK,"$2,174.45",https://www.034motorsport.com/catalog/product/view/id/7979/s/racingline-stage-2-evo-big-brake-kit-345mm-4-pot-mqb-and-mqb-evo-black/category/2961/,Brake Parts
VW MQB,RacingLine,RacingLine Stage 2 Evo Big Brake Kit 345mm 4 Pot / MQB & MQB 'evo' / BLUE,"$2,174.45",https://www.034motorsport.com/catalog/product/view/id/7980/s/racingline-stage-2-evo-big-brake-kit-345mm-4-pot-mqb-and-mqb-evo-blue/category/2961/,Brake Parts
VW MQB,RacingLine,RacingLine Stage 2 Evo Big Brake Kit 345mm 4 Pot / MQB & MQB 'evo' / RED,"$2,174.45",https://www.034motorsport.com/catalog/product/view/id/7981/s/racingline-stage-2-evo-big-brake-kit-345mm-4-pot-mqb-and-mqb-evo-red/category/2961/,Brake Parts
VW MQB,RacingLine,RacingLine Stage 3+ Carbon Rear Discs and Pads / Pads and Rotors 310mm (pair),"$5,627.48",https://www.034motorsport.com/catalog/product/view/id/7982/s/racingline-stage-3-carbon-rear-discs-and-pads-pads-and-rotors-310mm-pair/category/2961/,Brake Parts
VW MQB,RacingLine,RacingLine Stage 2 Performance Rear Discs/Rotors (pair),$269.99,https://www.034motorsport.com/catalog/product/view/id/7983/s/racingline-stage-2-performance-rear-discs-rotors-pair/category/2961/,Brake Parts
VW MQB,RacingLine,RacingLine Manual Gear Knob / MQB / MQB EVO / 6MT,$147.41,https://www.034motorsport.com/catalog/product/view/id/7984/s/racingline-manual-gear-knob-mqb-mqb-evo-6mt/category/2961/,Miscellaneous
VW MQB,RacingLine,Racingline Rear Wiper Delete,$30.96,https://www.034motorsport.com/catalog/product/view/id/7985/s/racingline-rear-wiper-delete/category/2961/,Miscellaneous
VW MQB,RacingLine,RacingLine Underbody Rear Chassis Brace Support / MQB / MQB EVO,$191.65,https://www.034motorsport.com/catalog/product/view/id/7988/s/racingline-underbody-rear-chassis-brace-support-mqb-mqb-evo/category/2961/,Suspension parts
VW MQB,RacingLine,RacingLine Front Subframe Chassis Brace / MQB / MQB 'evo',$309.58,https://www.034motorsport.com/catalog/product/view/id/7989/s/racingline-front-subframe-chassis-brace-mqb-mqb-evo/category/2961/,Suspension parts
VW MQB AWD,RacingLine,RacingLine Propshaft Bearing Alignment Kit MQB / MQB Evo - AWD models,$61.92,https://www.034motorsport.com/catalog/product/view/id/7990/s/racingline-propshaft-bearing-alignment-kit-mqb-mqb-evo-awd-models/category/2961/,Miscellaneous
VW MQB,RacingLine,RacingLine MQB Carbon Fibre Rear Body Brace / Audi A3 & S3 & RS3 8V & 8Y / Sedan Only,$492.38,https://www.034motorsport.com/catalog/product/view/id/7991/s/racingline-mqb-carbon-fibre-rear-body-brace-audi-a3-and-s3-and-rs3-8v-and-8y-sedan-only/category/2961/,Suspension parts
VW MQB,RacingLine,RacingLine Higher Output Ignition Coil / Blue / MQB / MQBE 2.0 TSI EA888.3/EA888.4 & 2.5 TFSI,$47.24,https://www.034motorsport.com/catalog/product/view/id/7992/s/racingline-higher-output-ignition-coil-blue-mqb-mqbe-2-0-tsi-ea8883-ea8884-and-2-5-tfsi/category/2961/,Miscellaneous
VW MQB,RacingLine,RacingLine Higher Output Ignition Coil / Red / MQB / MQBE 2.0 TSI EA888.3/EA888.4 & 2.5 TFSI,$47.24,https://www.034motorsport.com/catalog/product/view/id/7993/s/racingline-higher-output-ignition-coil-red-mqb-mqbe-2-0-tsi-ea8883-ea8884-and-2-5-tfsi/category/2961/,Miscellaneous
VW MQB,RacingLine,RacingLine Higher Output Ignition Coil / Grey / MQB / MQBE 2.0 TSI EA888.3/EA888.4 & 2.5 TFSI,$47.24,https://www.034motorsport.com/catalog/product/view/id/7994/s/racingline-higher-output-ignition-coil-grey-mqb-mqbe-2-0-tsi-ea8883-ea8884-and-2-5-tfsi/category/2961/,Miscellaneous
VW MQB,RacingLine,RacingLine R600 Foam Oversock for Cotton Filter,$34.50,https://www.034motorsport.com/catalog/product/view/id/8137/s/racingline-r600-foam-oversock-for-cotton-filter/category/2961/,Miscellaneous
VW MQB,RacingLine,"RacingLine TrackSport Suspension Kit / MQB: Golf 7, A3/S3 8V, Leon 3, Octavia 3","$3,450.00",https://www.034motorsport.com/catalog/product/view/id/8142/s/racingline-tracksport-suspension-kit-mqb-golf-7-a3-s3-8v-leon-3-octavia-3/category/2961/,Suspension parts
VW MQB,RacingLine,RacingLine Stage 3 Big Brake Kit 355mm 6 Pot / MQB / BLACK,"$3,748.50",https://www.034motorsport.com/catalog/product/view/id/8143/s/racingline-stage-3-big-brake-kit-355mm-6-pot-mqb-black/category/2961/,Brake Parts
VW MQB,RacingLine,"Racingline Door Decals Short / Black / Golf / Polo / Leon / A3,S3,RS3 etc",$52.50,https://www.034motorsport.com/catalog/product/view/id/8146/s/racingline-door-decals-short-black-golf-polo-leon-a3s3rs3-etc/category/2961/,Miscellaneous
VW MQB,AWE,AWE Tuning MQB (8V) Audi S3 SwitchPath™ Performance Cat-Back Exhaust System,"$1,994.74",https://www.034motorsport.com/awe-tuning-mqb-8v-audi-s3-switchpathtm-performance-cat-back-exhaust-system.html,Exhaust Systems
VW MQB,034Motorsport,"Crank Pulley, Fluidampr, Audi/Volkswagen 1.8 & 2.0 TSI",$560.00,https://www.034motorsport.com/crank-pulley-fluidampr-audi-volkswagen-1-8-2-0-tsi.html,Miscellaneous
VW MQB,Brisk,Brisk Racing ER12S Silver Spark Plug,$10.49,https://www.034motorsport.com/brisk-racing-er12s-silver-spark-plug.html,Miscellaneous
VW MQB,Brisk,Brisk Racing ER10S Silver Spark Plug,$10.49,https://www.034motorsport.com/brisk-racing-er10s-silver-spark-plug.html,Miscellaneous
VW MQB,OEM,"OEM Volkswagen/Audi Direct Fuel Injector, MK7.5 Golf R & 8V.5 Audi S3 2.0T",$160.00,https://www.034motorsport.com/oem-volkswagen-audi-direct-fuel-injector-mk7-5-golf-r-and-8v-5-audi-s3-2-0t.html,Miscellaneous
VW MQB,OEM,"OEM Volkswagen/Audi Direct Fuel Injector, MK7 Golf R & 8V Audi S3 2.0T",$165.00,https://www.034motorsport.com/oem-volkswagen-audi-direct-fuel-injector-mk7-golf-r-and-8v-audi-s3-2-0t.html,Miscellaneous
VW MQB,034Motorsport,"Dynamic+ TCU Software Upgrade for DQ381 DSG Transmission, VW Mk7.5 GTI/Golf R & Audi 8V.5 A3/S3",$450.00,https://www.034motorsport.com/dynamic-plus-tcu-software-upgrade-for-dq381-dsg-transmission-vw-mk7-5-gti-golf-r-audi-8v-5-a3-s3.html,Tunes
VW MQB,034Motorsport,"Res-X Resonator Delete, MkVII.5 Volkswagen GTI",$203.00,https://www.034motorsport.com/res-x-resonator-delete-2019-volkswagen-gti.html,Miscellaneous
VW MQB FWD,034Motorsport,"Cast Stainless Steel Racing Downpipe, MKVII Volkswagen Golf/GTI & 8V Audi A3 FWD",$932.00,https://www.034motorsport.com/cast-stainless-steel-racing-downpipe-mkvii-volkswagen-golf-gti-8v-audi-a3-fwd.html,Downpipes
VW MQB,034Motorsport,Dynamic+ Lowering Springs for MkVII Volkswagen Golf/GTI,$316.00,https://www.034motorsport.com/dynamic-lowering-springs-for-mkvii-volkswagen-golf-gti.html,Suspension parts
VW MQB,034Motorsport,"MQB/MQB Evo Front Subframe Locking Collar Upgrade Kit, Volkswagen MK7/7.5 Golf/GTI/R/ & Mk8 GTI/R",$157.00,https://www.034motorsport.com/mqb-mqb-evo-front-subframe-locking-collar-upgrade-kit-volkswagen-mk7-7-5-golf-gti-r-and-mk8-gti-r.html,Suspension parts
VW MQB FWD,034Motorsport,"Adjustable Solid Rear Sway Bar Upgrade, Volkswagen & Audi MQB And MQB EVO FWD",$320.00,https://www.034motorsport.com/adjustable-mqb-solid-rear-sway-bar-upgrade-mkvii-volkswagen-golf-gti-8v-audi-a3-fwd.html,Suspension parts
VW MQB,034Motorsport,"Dynamic+Flush Wheel Spacer Kit, MkVII Volkswagen Golf/GTI/Rabbit",$228.00,https://www.034motorsport.com/dynamic-flush-wheel-spacer-kit-mkvii-golf.html,Wheels
VW MQB,034Motorsport,"034Motorsport Billet Aluminum DSG Breather Catch Can, Volkswagen MQB DQ250/DQ381",$146.00,https://www.034motorsport.com/034motorsport-billet-aluminum-dsg-breather-catch-can-volkswagen-mqb-dq250-dq381.html,Miscellaneous
VW MQB FWD,034Motorsport,"Shock Mount, Street Density, 8V Audi A3 FWD, MkVII Volkswagen Golf/GTI",$55.00,https://www.034motorsport.com/shock-mount-street-density-8v-audi-a3-fwd-mkvii-volkswagen-golf-gti.html,Suspension parts
VW MQB,034Motorsport,034Motorsport Billet Aluminum Shifter Bracket Bushing Kit for Manual Transmissions,$49.00,https://www.034motorsport.com/034motorsport-billet-aluminum-shifter-bracket-bushing-kit-for-manual-transmissions.html,Miscellaneous
VW MQB,034Motorsport,Billet Solid Shifter Bushing Kit,$70.00,https://www.034motorsport.com/solid-shifter-bushing-kit.html,Miscellaneous
VW MQB,RacingLine,RacingLine Billet Oil Filter Housing,$95.82,https://www.034motorsport.com/racingline-billet-oil-filter-housing.html,Miscellaneous
VW MQB,RacingLine,"RacingLine VWR Sport Springs, MkVI Volkswagen GTI",$290.24,https://www.034motorsport.com/vwr-sport-springs-mkvi-volkswagen-gti.html,Suspension parts
VW MQB,RacingLine,"RacingLine Carbon Fiber Rear Body Brace, MkVII Volkswagen Golf (MQB)",$492.38,https://www.034motorsport.com/racingline-carbon-fiber-rear-body-brace-mkvii-volkswagen-golf-mqb.html,Suspension parts
VW MQB,RacingLine,RacingLine Billet DSG Gearshift Paddles Piano Black / Golf 7 / Polo 6R & 6C & AW,$202.49,https://www.034motorsport.com/billet-dsg-gearshift-paddles-piano-black-golf-7-polo-6r-6c-aw.html,Brake Parts
VW MQB,RacingLine,RacingLine Billet DSG Gearshift Paddles Titanium finish / Golf 7 / Polo 6R & 6C & AW,$202.49,https://www.034motorsport.com/billet-dsg-gearshift-paddles-titanium-finish-golf-7-polo-6r-6c-aw.html,Brake Parts
